%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
14.0, -185666.08407093099, -185634.27753857107, -185734.5474641976, -185698.3823416689, -185707.12187375093, -185715.4814261772, -185777.3510548295, -185754.596978974, 0.192, 0.558, 0.43, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457922287E9, 0.0, 2024-04-06 23:35:45.792
15.0, -185666.9781407092, -185635.05984962702, -185735.66505142034, -185699.29876319156, -185708.03829527358, -185716.42019944434, -185778.37923507445, -185755.55810398556, 0.192, 0.558, 0.43, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457922416E9, 0.0, 2024-04-06 23:35:45.792
16.0, -185666.24053314218, -185634.00931763762, -185735.30742350908, -185698.65056260236, -185707.39009468438, -185715.61553664395, -185777.50751704068, -185754.82049641854, 0.192, 0.558, 0.43, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457924223E9, 0.0, 2024-04-06 23:35:45.792
17.0, -185668.1180796764, -185635.97627114967, -185736.9838043432, -185700.39399866987, -185709.22293772973, -185717.5377866671, -185779.31800834156, -185756.76509818615, 0.224, 0.648, 0.512, 192.0, 7.0, 0.0, 20.0, 64.0, 16.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457924373E9, 0.0, 2024-04-06 23:35:45.792
18.0, -185671.6273035559, -185639.70901247373, -185740.1354003114, -185703.8808708049, -185712.7321616092, -185721.11406577996, -185782.91663919887, -185760.20726683227, 0.224, 0.648, 0.512, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457924511E9, 0.0, 2024-04-06 23:35:45.792
19.0, -185672.94605647874, -185640.89365492985, -185741.45415323428, -185705.15492023886, -185713.91680406535, -185722.25400474717, -185784.1459851439, -185761.3472057995, 0.224, 0.648, 0.512, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.712460945792467E9, 0.0, 2024-04-06 23:35:45.792
20.0, -185672.8342977565, -185640.55837876303, -185741.7000224233, -185705.19962372776, -185713.87210057644, -185722.05283904707, -185784.101281655, -185761.25779882167, 0.224, 0.648, 0.512, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71246094579248E9, 0.0, 2024-04-06 23:35:45.792
21.0, -185673.5719053235, -185641.34068981896, -185742.32587126803, -185705.87017606143, -185714.60970814346, -185722.74574312518, -185784.77183398866, -185761.97305464424, 0.224, 0.648, 0.512, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457924929E9, 0.0, 2024-04-06 23:35:45.792
22.0, -185677.99755072565, -185646.07925964348, -185746.61740620344, -185710.2287662302, -185718.9906500567, -185727.37255422742, -185789.21983113527, -185766.44340353532, 0.224, 0.648, 0.512, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457925057E9, 0.0, 2024-04-06 23:35:45.792
23.0, -185680.65740831583, -185648.73911723366, -185749.27726379363, -185712.95567905376, -185721.69521113578, -185730.01006007317, -185791.96909570327, -185769.1479646144, 0.224, 0.648, 0.512, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.712460945792524E9, 0.0, 2024-04-06 23:35:45.792
24.0, -185678.3775303814, -185646.28042534358, -185747.37736551493, -185710.8322633305, -185719.57179541254, -185727.6854786498, -185789.6445142799, -185766.95749365777, 0.224, 0.648, 0.512, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457925367E9, 0.0, 2024-04-06 23:35:45.792
25.0, -185680.5232978491, -185648.29208234456, -185749.4560777493, -185712.95567905376, -185721.69521113578, -185729.7418391397, -185791.7902817476, -185769.08090938104, 0.224, 0.648, 0.512, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457925496E9, 0.0, 2024-04-06 23:35:45.792
26.0, -185684.6807223178, -185652.62832076888, -185753.18881907332, -185716.91193782235, -185725.60676641547, -185733.92161535283, -185795.83594749402, -185773.10422338298, 0.224, 0.648, 0.512, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.712460945792565E9, 0.0, 2024-04-06 23:35:45.792
27.0, -185685.26186767363, -185653.34357659146, -185753.7923161736, -185717.56013841156, -185726.29967049358, -185734.5921676865, -185796.52885157216, -185773.73007222774, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 7.0, 96.0, 21.0, 144.0, 17.0, 32.0, 0.0, 0.0, 0.0, 1.712460945792578E9, 0.0, 2024-04-06 23:35:45.792
28.0, -185684.50190836214, -185652.40480332435, -185753.32292954004, -185716.8895860779, -185725.584414671, -185733.76515314166, -185795.76889226068, -185773.03716814963, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.712460945792592E9, 0.0, 2024-04-06 23:35:45.792
29.0, -185683.2725624171, -185651.0189951681, -185752.2500458062, -185715.61553664395, -185724.3774204704, -185732.51345545216, -185794.53954631562, -185771.80782220457, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457926047E9, 0.0, 2024-04-06 23:35:45.792
30.0, -185688.12289096392, -185656.070489415, -185756.83215341953, -185720.3764582129, -185729.16069378387, -185737.3861357434, -185799.32281962907, -185776.68050249584, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.712460945792617E9, 0.0, 2024-04-06 23:35:45.792
31.0, -185690.11219622043, -185658.08214641598, -185758.6426447204, -185722.34341172499, -185731.10529555148, -185739.42014448883, -185801.3568283745, -185778.602752519, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.712460945792658E9, 0.0, 2024-04-06 23:35:45.792
32.0, -185690.55923110954, -185658.328015605, -185759.4026040319, -185722.90220533637, -185731.57468218502, -185739.8001241446, -185801.8038632636, -185779.0497874081, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457926712E9, 0.0, 2024-04-06 23:35:45.792
33.0, -185688.36876015292, -185656.0257859261, -185757.27918830863, -185720.7787896131, -185729.51832169513, -185737.5425979546, -185799.56868881808, -185776.9487234293, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457926872E9, 0.0, 2024-04-06 23:35:45.792
34.0, -185693.35319916645, -185661.39020459537, -185762.06246162206, -185725.69617339328, -185734.52511245312, -185742.68349917931, -185804.7095900428, -185782.0002176762, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457927E9, 0.0, 2024-04-06 23:35:45.792
35.0, -185698.69526609126, -185666.79932675353, -185767.27041808015, -185730.92648159582, -185739.75542065568, -185748.0032143597, -185809.98460173424, -185787.23052587875, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457927127E9, 0.0, 2024-04-06 23:35:45.792
36.0, -185695.54367012306, -185663.4689168297, -185764.36469130096, -185727.8866443499, -185736.6485281764, -185744.8516183915, -185806.83300576604, -185784.101281655, 0.23600000000000002, 0.6900000000000001, 0.548, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457927256E9, 0.0, 2024-04-06 23:35:45.792
37.0, -185692.97321951072, -185660.83141098398, -185761.92835115534, -185725.45030420428, -185733.9886705862, -185742.2364642902, -185804.21785166478, -185781.50847929818, 0.246, 0.722, 0.5660000000000001, 192.0, 7.0, 176.0, 22.0, 144.0, 17.0, 176.0, 0.0, 0.0, 0.0, 1.7124609457927384E9, 0.0, 2024-04-06 23:35:45.792
38.0, -185698.11412073544, -185666.1287744199, -185766.84573493552, -185730.41239147336, -185739.10722006648, -185747.33266202602, -185809.3587528895, -185786.6493805229, 0.246, 0.722, 0.5660000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457927518E9, 0.0, 2024-04-06 23:35:45.792
39.0, -185701.91391729284, -185670.06268144402, -185770.46671753726, -185734.1898362863, -185742.92936836832, -185751.1995138168, -185813.22560468028, -185790.4491770803, 0.246, 0.722, 0.5660000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457927675E9, 0.0, 2024-04-06 23:35:45.792
40.0, -185700.46105390324, -185668.45335584323, -185769.23737159223, -185732.848731619, -185741.47650497872, -185749.7466504272, -185811.88450001294, -185788.9963136907, 0.246, 0.722, 0.5660000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457927804E9, 0.0, 2024-04-06 23:35:45.792
41.0, -185700.03637075858, -185667.8275069985, -185769.19266810332, -185732.55815894107, -185741.1412288119, -185749.2996155381, -185811.43746512383, -185788.52692705716, 0.246, 0.722, 0.5660000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457927933E9, 0.0, 2024-04-06 23:35:45.792
42.0, -185704.70788534975, -185672.54372507858, -185773.68536873884, -185737.22967353222, -185745.76803991414, -185753.92642664033, -185816.04192448163, -185793.1984416483, 0.246, 0.722, 0.5660000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.712460945792806E9, 0.0, 2024-04-06 23:35:45.792
43.0, -185710.13935925238, -185678.15401293684, -185778.73686298574, -185742.48233347922, -185751.1995138168, -185759.42495577634, -185821.361639662, -185798.62991555096, 0.246, 0.722, 0.5660000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457928188E9, 0.0, 2024-04-06 23:35:45.792
44.0, -185708.39592318487, -185676.4329286138, -185777.01577866267, -185740.7836009006, -185749.5454847271, -185757.61446447545, -185819.59585185003, -185796.88647948342, 0.246, 0.722, 0.5660000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457928348E9, 0.0, 2024-04-06 23:35:45.792
45.0, -185705.06551326104, -185672.85664950093, -185774.13240362794, -185737.5425979546, -185746.1480195699, -185754.17229582934, -185816.354848904, -185793.53371781515, 0.246, 0.722, 0.5660000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7124609457928479E9, 0.0, 2024-04-06 23:35:45.792
